State,City,Latitude,Longitude
California,Coachella,33.681,-116.193
California,Colma,37.671,-122.457
California,Colton,34.044,-117.312
California,Commerce,34.004,-118.148
California,Compton,33.893,-118.225
California,Concord,37.985,-122.041
California,Contra Costa Centre,37.936,-122.055
California,Cordelia,38.21,-122.147
California,Corona,33.846,-117.56
California,Coronado,32.699,-117.173
California,Costa Mesa,33.681,-117.897
California,Covina,34.087,-117.887
California,Crockett,38.06,-122.228
California,Cudahy,33.967,-118.185
California,Culver City,34.002,-118.397
California,Cupertino,37.328,-122.034
California,Cypress,33.82,-118.028
California,Daly City,37.69,-122.471
California,Dana Point,33.46,-117.658
California,Desert Hot Springs,33.969,-116.532
California,Diamond Bar,33.999,-117.824
California,Dinuba,36.549,-119.389
California,Discovery Bay,37.897,-121.585
California,Dixon,38.491,-121.804
California,Downey,33.942,-118.13
California,Duarte,34.147,-117.952
California,Dublin,37.707,-121.91
California,East Palo Alto,37.463,-122.142
California,Eastvale,33.973,-117.572
California,El Cajon,32.802,-116.963
California,El Cerrito,37.903,-122.306
California,El Monte,34.084,-118.061
California,El Segundo,33.913,-118.391
California,El Sobrante,37.967,-122.305
California,Elk Grove,38.449,-121.415
California,Emeryville,37.839,-122.289
California,Encinitas,33.039,-117.278
California,Escondido,33.135,-117.077
California,Exeter,36.304,-119.139
California,Fairfax,37.984,-122.582
California,Fairfield,38.248,-122.064
California,Fallbrook,33.38,-117.247
California,Fillmore,34.391,-118.929
California,Firestone Park,33.971,-118.242
California,Folsom,38.651,-121.175
California,Fontana,34.096,-117.453
California,Foster City,37.568,-122.269
California,Fountain Valley,33.697,-117.937
California,Fowler,36.614,-119.672
California,Fremont,37.55,-122.008
California,Fresno,36.771,-119.779
California,Fullerton,33.881,-117.893
California,Garden Grove,33.776,-117.955
California,Gardena,33.896,-118.308
California,Gilroy,37.02,-121.568
California,Glendale,34.157,-118.253
California,Glendora,34.118,-117.838
California,Goleta,34.434,-119.884
California,Grand Terrace,34.041,-117.317
California,Hawaiian Gardens,33.834,-118.071
California,Hawthorne,33.919,-118.345
California,Hayward,37.648,-122.079
California,Healdsburg,38.667,-122.816
California,Hemet,33.748,-116.977
California,Hercules,38.013,-122.261
California,Hermosa Beach,33.87,-118.394
California,Hesperia,34.417,-117.354
California,Highland,34.123,-117.222
California,Highlands-Baywood Park,37.519,-122.351
California,Huntington Beach,33.709,-118.02
California,Huntington Park,33.983,-118.211
California,Indio,33.724,-116.246
California,Inglewood,33.955,-118.348
California,Irvine,33.685,-117.841
California,Irwindale,34.111,-117.968
California,Isla Vista,34.415,-119.848
California,Jurupa Valley,34.0,-117.483
California,Kingsburg,36.516,-119.561
California,La Habra,33.939,-117.942
California,La Mesa,32.767,-117.023
California,La Mirada,33.9,-118.007
California,La Presa,32.684,-117.027
California,La Puente,34.029,-117.953
California,La Quinta,33.71,-116.285
California,La Verne,34.115,-117.774
California,Lafayette,37.893,-122.131
California,Laguna Beach,33.543,-117.786
California,Lake Elsinore,33.68,-117.294
California,Lake Forest,33.622,-117.699
California,Lakeside,32.861,-116.914
California,Lakewood,33.844,-118.132
California,Lancaster,34.685,-118.141
California,Lawndale,33.893,-118.348
California,Lemon Grove,32.741,-117.043
California,Lincoln,38.868,-121.299
California,Live Oak,36.98,-121.979
California,Livermore,37.706,-121.734
California,Lodi,38.115,-121.304
California,Loma Linda,34.065,-117.256
California,Lomita,33.79,-118.317
California,Lompoc,34.669,-120.464
California,Long Beach,33.819,-118.173
California,Loomis,38.816,-121.188
California,Los Alamitos,33.806,-118.059
California,Los Angeles,34.059,-118.361
California,Los Banos,37.053,-120.87
California,Los Gatos,37.254,-121.956
California,Lynn Ranch,34.19,-118.906
California,Lynwood,33.922,-118.203
California,Malibu,34.036,-118.686
California,Manhattan Beach,33.895,-118.393
California,Manteca,37.796,-121.165
California,Marina,36.703,-121.8
California,Marine Corps Base Camp Pendleton,33.315,-117.312
California,Maywood,33.987,-118.19
California,Menifee,33.681,-117.179
California,Menlo Park,37.449,-122.17
California,Milpitas,37.429,-121.904
California,Mission Viejo,33.625,-117.647
California,Modesto,37.634,-121.008
California,Monrovia,34.141,-117.996
California,Montclair,34.078,-117.694
California,Montebello,34.022,-118.111
California,Monterey,36.613,-121.877
California,Monterey Park,34.046,-118.132
California,Moorpark,34.285,-118.875
California,Moreno Valley,33.929,-117.227
California,Murrieta,33.567,-117.188
California,National City,32.654,-117.067
California,Newark,37.532,-122.01
California,Newport Beach,33.577,-117.837
California,Norco,33.917,-117.557
California,Norwalk,33.9,-118.081
California,Novato,38.116,-122.565
California,Oakland,37.786,-122.227
California,Oakley,37.989,-121.73
California,Oceanside,33.191,-117.29
California,Ojai,34.443,-119.226
California,Ontario,34.056,-117.608
California,Orange,33.794,-117.867
California,Orcutt,34.877,-120.419
California,Orinda,37.886,-122.184
California,Oxnard,34.203,-119.181
California,Pacheco,37.993,-122.066
California,Palm Desert,33.735,-116.387
California,Palm Springs,33.847,-116.546
California,Palmdale,34.578,-118.108
California,Palo Alto,37.443,-122.171
California,Paramount,33.901,-118.172
California,Pasadena,34.151,-118.127
California,Perris,33.817,-117.225
California,Petaluma,38.241,-122.621
California,Petaluma Center,38.256,-122.807
California,Pico Rivera,33.996,-118.084
California,Pinole,37.998,-122.285
California,Pittsburg,38.014,-121.884
California,Placentia,33.872,-117.874
California,Pleasant Hill,37.956,-122.061
California,Pleasanton,37.685,-121.899
California,Pleasure Point,36.963,-121.973
California,Pomona,34.053,-117.775
California,Porterville,36.085,-119.041
California,Poway,32.959,-117.055
California,Rancho Cordova,38.575,-121.29
California,Rancho Cucamonga,34.116,-117.559
California,Redding,40.594,-122.374
California,Redlands,34.058,-117.184
California,Redondo Beach,33.853,-118.371
California,Redwood City,37.483,-122.226
California,Rialto,34.106,-117.379
California,Richmond,37.936,-122.354
California,Riverside,33.954,-117.366
California,Rodeo,38.035,-122.254
California,Rosemead,34.066,-118.084
California,Roseville,38.762,-121.279
California,Sacramento,38.553,-121.469
California,Salinas,36.687,-121.637
California,San Bernardino,34.126,-117.314
California,San Bruno,37.63,-122.423
California,San Carlos,37.505,-122.259
California,San Diego,32.773,-117.136
California,San Dimas,34.093,-117.824
California,San Fernando,34.279,-118.438
California,San Francisco,37.75,-122.42
California,San Gabriel,34.084,-118.094
California,San Jacinto,33.795,-116.983
California,San Jose,37.302,-121.86
California,San Leandro,37.71,-122.152
California,San Lorenzo,37.682,-122.128
California,San Luis Obispo,35.259,-120.647
California,San Marcos,33.135,-117.182
California,San Mateo,37.545,-122.302
California,San Pablo,37.962,-122.343
California,San Ramon,37.776,-121.917
California,Sanger,36.707,-119.535
California,Santa Ana,33.745,-117.88
California,Santa Barbara,34.43,-119.731
California,Santa Clara,37.358,-121.98
California,Santa Clarita,34.409,-118.487
California,Santa Cruz,36.968,-122.022
California,Santa Fe Springs,33.891,-118.041
California,Santa Maria,34.925,-120.431
California,Santa Monica,34.02,-118.48
California,Santa Paula,34.364,-119.046
California,Santa Rosa,38.485,-122.741
California,Santee,32.836,-116.99
California,Sausalito,37.867,-122.504
California,Seal Beach,33.772,-118.047
California,Signal Hill,33.805,-118.17
California,Simi Valley,34.279,-118.746
California,South El Monte,34.041,-118.043
California,South Gate,33.946,-118.202
California,South San Francisco,37.659,-122.431
California,Spring Valley,32.716,-116.99
California,Stanton,33.788,-117.992
California,Stockton,37.958,-121.275
California,Suisun City,38.248,-121.983
California,Sunnyvale,37.373,-122.022
California,Temecula,33.494,-117.124
California,Temescal Valley,33.773,-117.482
California,Temple City,34.099,-118.067
California,Torrance,33.847,-118.335
California,Tracy,37.709,-121.484
California,Turlock,37.498,-120.836
California,Tustin,33.722,-117.821
California,Twentynine Palms,34.158,-116.064
California,Twin Lakes,36.964,-121.99
California,Unincorporated Santa Monica Mountains,34.071,-118.692
California,Union City,37.596,-122.045
California,Upland,34.106,-117.662
California,Vacaville,38.364,-121.972
California,Vallejo,38.116,-122.22
California,Ventura,34.275,-119.238
California,Vernon,34.006,-118.21
California,Veterans Administration,34.055,-118.451
California,Victorville,34.506,-117.319
California,Visalia,36.295,-119.309
California,Vista,33.2,-117.248
California,Walnut,34.031,-117.855
California,Walnut Creek,37.902,-122.058
California,Waterford,37.637,-120.75
California,Watsonville,36.923,-121.756
California,Weed,41.416,-122.39
California,West Covina,34.066,-117.912
California,West Hollywood,34.089,-118.372
California,West Sacramento,38.563,-121.536
California,Westlake Village,34.157,-118.804
California,Westminster,33.758,-118.0
California,Whittier,33.964,-118.022
California,Wildomar,33.6,-117.243
California,Yorba Linda,33.869,-117.76
California,Yuba City,39.141,-121.629
Colorado,Aurora,39.706,-104.811
Colorado,Broomfield,39.946,-105.029
Colorado,Castle Rock,39.349,-104.871
Colorado,Centennial,39.598,-104.886
Colorado,Commerce City,39.794,-104.916
Colorado,Denver,39.741,-104.923
Colorado,Englewood,39.62,-104.987
Colorado,Evans,40.356,-104.745
Colorado,Falcon,38.934,-104.606
Colorado,Fort Collins,40.56,-105.089
Colorado,Glendale,39.706,-104.933
Colorado,Golden,39.722,-105.209
Colorado,Greeley,40.401,-104.7
Colorado,Lakewood,39.689,-105.137
Colorado,Lone Tree,39.566,-104.877
Colorado,Loveland,40.467,-104.989
Colorado,Mead,40.183,-104.98
Colorado,Northglenn,39.914,-104.964
Colorado,Thornton,39.913,-104.947
Colorado,Western Hills,39.826,-104.995
Colorado,Westminster,39.857,-105.061
Colorado,Wray,40.077,-102.2
Connecticut,Andover,41.744,-72.381
Connecticut,Berlin,41.634,-72.73
Connecticut,Bethel,41.394,-73.408
Connecticut,Bloomfield,41.828,-72.705
Connecticut,Bridgeport,41.183,-73.192
Connecticut,Bristol,41.657,-72.913
Connecticut,Brookfield,41.462,-73.399
Connecticut,Cheshire,41.553,-72.886
Connecticut,Cromwell,41.596,-72.675
Connecticut,Danbury,41.399,-73.475
Connecticut,Darien,41.077,-73.471
Connecticut,East Hartford,41.768,-72.604
Connecticut,Enfield,42.021,-72.588
Connecticut,Fitchville,41.57,-72.16
Connecticut,Glastonbury,41.662,-72.622
Connecticut,Greenwich,41.031,-73.624
Connecticut,Groton,41.361,-72.046
Connecticut,Hartford,41.759,-72.687
Connecticut,Kensington,41.641,-72.759
Connecticut,Ledyard,41.482,-72.009
Connecticut,Manchester,41.794,-72.554
Connecticut,Meriden,41.541,-72.798
Connecticut,Middlebury,41.524,-73.098
Connecticut,Middletown,41.56,-72.669
Connecticut,Milford,41.228,-73.051
Connecticut,Montville,41.478,-72.1
Connecticut,New Britain,41.676,-72.778
Connecticut,New Fairfield,41.474,-73.499
Connecticut,New Haven,41.311,-72.941
Connecticut,New London,41.35,-72.099
Connecticut,Newington,41.67,-72.73
Connecticut,North Haven,41.377,-72.865
Connecticut,Norwalk,41.107,-73.422
Connecticut,Norwich,41.539,-72.083
Connecticut,Orange,41.272,-73.006
Connecticut,Plainville,41.66,-72.85
Connecticut,Poquetanuck,41.497,-72.037
Connecticut,Portland,41.569,-72.604
Connecticut,Rocky Hill,41.682,-72.655
Connecticut,Shelton,41.273,-73.123
Connecticut,South Windsor,41.813,-72.613
Connecticut,Southington,41.598,-72.88
Connecticut,Stamford,41.061,-73.537
Connecticut,Stratford,41.191,-73.135
Connecticut,Torrington,41.805,-73.116
Connecticut,Trumbull,41.225,-73.179
Connecticut,Wallingford,41.488,-72.81
Connecticut,Waterbury,41.547,-73.04
Connecticut,Waterford,41.397,-72.122
Connecticut,Watertown,41.617,-73.066
Connecticut,West Hartford,41.787,-72.725
Connecticut,West Haven,41.271,-72.974
Connecticut,Westport,41.13,-73.336
Connecticut,Wethersfield,41.72,-72.648
Connecticut,Windsor,41.847,-72.671
Connecticut,Wolcott,41.556,-72.972
Delaware,Ardencroft,39.793,-75.481
Delaware,Brookside,39.663,-75.709
Delaware,Cheswold,39.222,-75.576
Delaware,Claymont,39.797,-75.458
Delaware,Dover,39.173,-75.535
Delaware,Harrington,38.921,-75.567
Delaware,Lewes,38.776,-75.136
Delaware,Middletown,39.465,-75.719
Delaware,New Castle,39.683,-75.572
Delaware,Newark,39.669,-75.748
Delaware,Newport,39.712,-75.606
Delaware,Rehoboth Beach,38.719,-75.116
Delaware,Rising SunâLebanon,39.102,-75.537
Delaware,Selbyville,38.454,-75.217
Delaware,Smyrna,39.292,-75.593
Delaware,Talleyville,39.813,-75.556
Delaware,Wilmington,39.751,-75.553
Delaware,Wilmington Manor,39.684,-75.588
District of Columbia,Washington,38.909,-77.015
Florida,Alachua,29.708,-82.461
Florida,Alafaya,28.572,-81.207
Florida,Altamonte Springs,28.663,-81.395
Florida,Apopka,28.602,-81.495
Florida,Auburndale,28.058,-81.807
Florida,Ave Maria,26.343,-81.428
Florida,Aventura,25.961,-80.15
Florida,Boca Raton,26.376,-80.118
Florida,Boca West,26.33,-80.17
Florida,Bonita Springs,26.319,-81.747
Florida,Boynton Beach,26.531,-80.084
Florida,Bradenton,27.492,-82.518
Florida,Brandon,27.933,-82.305
Florida,Cape Coral,26.605,-82.006
Florida,Casselberry,28.662,-81.336
Florida,Celebration,28.319,-81.547
Florida,Citrus Park,28.082,-82.574
Florida,Clearwater,27.958,-82.73
Florida,Clermont,28.527,-81.734
Florida,Cocoa West,28.322,-80.769
Florida,Coconut Creek,26.257,-80.185
Florida,Conway,28.499,-81.324
Florida,Cooper City,26.039,-80.265
Florida,Coral Gables,25.727,-80.271
Florida,Coral Springs,26.24,-80.259
Florida,Cutler Bay,25.583,-80.361
Florida,Dania Beach,26.062,-80.151
Florida,Davie,26.077,-80.276
Florida,Daytona Beach,29.199,-81.035
Florida,De Land Southwest,29.011,-81.307
Florida,DeBary,28.874,-81.307
Florida,DeLand,29.017,-81.271
Florida,Deerfield Beach,26.315,-80.128
Florida,Delray Beach,26.46,-80.103
Florida,Deltona,28.908,-81.21
Florida,Doral,25.808,-80.371
Florida,Dr. Phillips,28.449,-81.479
Florida,Dunedin,28.014,-82.795
Florida,East Lake-Orient Park,27.993,-82.359
Florida,East Naples,26.141,-81.767
Florida,Edgewood,28.491,-81.384
Florida,Egypt Lake-Leto,28.018,-82.514
Florida,El Portal,25.857,-80.203
Florida,Ensley,30.521,-87.31
Florida,Fairview Shores,28.608,-81.386
Florida,Fernandina Beach,30.656,-81.45
Florida,Ferry Pass,30.53,-87.216
Florida,Flagler Beach,29.48,-81.129
Florida,Florida City,25.426,-80.458
Florida,Fort Lauderdale,26.128,-80.155
Florida,Fort Myers,26.627,-81.835
Florida,Fort Pierce,27.415,-80.363
Florida,Fort Walton Beach,30.399,-86.619
Florida,Four Corners,28.338,-81.595
Florida,Gainesville,29.647,-82.357
Florida,Golden Oak,28.401,-81.54
Florida,Goulds,25.565,-80.364
Florida,Greenacres,26.606,-80.131
Florida,Groveland,28.628,-81.762
Florida,Gulfport,27.747,-82.731
Florida,Haines City,28.113,-81.626
Florida,Hallandale Beach,25.985,-80.14
Florida,Hialeah,25.89,-80.277
Florida,Hialeah Gardens,25.881,-80.339
Florida,Hilliard,30.681,-81.904
Florida,Holly Hill,29.232,-81.054
Florida,Hollywood,26.023,-80.178
Florida,Hollywood Seminole Reservation,26.05,-80.212
Florida,Homestead,25.465,-80.454
Florida,Hunters Creek,28.36,-81.421
Florida,Intercession City,28.248,-81.494
Florida,Jacksonville,30.287,-81.64
Florida,Jensen Beach,27.252,-80.263
Florida,Jupiter,26.918,-80.137
Florida,Kendall,25.676,-80.363
Florida,Key West,24.559,-81.801
Florida,Kissimmee,28.315,-81.403
Florida,Lake Butler,28.494,-81.57
Florida,Lake City,30.208,-82.684
Florida,Lake Mary,28.755,-81.364
Florida,Lake Park,26.794,-80.078
Florida,Lake Wales,27.925,-81.603
Florida,Lakeland,28.071,-81.964
Florida,Lantana,26.582,-80.052
Florida,Largo,27.915,-82.74
Florida,Lauderdale Lakes,26.163,-80.207
Florida,Lauderhill,26.139,-80.207
Florida,Leisure City,25.488,-80.458
Florida,Lighthouse Point,26.277,-80.094
Florida,Live Oak,30.337,-82.981
Florida,Lockhart,28.618,-81.446
Florida,Longwood,28.702,-81.352
Florida,Lutz,28.141,-82.464
Florida,Maitland,28.632,-81.39
Florida,Mangonia Park,26.755,-80.071
Florida,Margate,26.241,-80.214
Florida,Medley,25.86,-80.345
Florida,Melbourne,28.122,-80.648
Florida,Melbourne Beach,28.062,-80.563
Florida,Miami,25.784,-80.229
Florida,Miami Beach,25.793,-80.137
Florida,Miami Gardens,25.94,-80.241
Florida,Miami Lakes,25.917,-80.313
Florida,Miami Shores,25.868,-80.192
Florida,Miami Springs,25.807,-80.277
Florida,Midway,30.526,-84.511
Florida,Miramar,25.98,-80.297
Florida,Mullis City,28.045,-82.505
Florida,Naples,26.124,-81.762
Florida,Naranja,25.516,-80.413
Florida,North Lauderdale,26.214,-80.218
Florida,North Miami,25.89,-80.195
Florida,North Miami Beach,25.927,-80.169
Florida,Oak Ridge,28.475,-81.42
Florida,Oakland Park,26.18,-80.15
Florida,Ocoee,28.574,-81.53
Florida,Opa-locka,25.9,-80.254
Florida,Orange City,28.916,-81.293
Florida,Orange Park,30.166,-81.713
Florida,Orlando,28.518,-81.411
Florida,Orlovista,28.542,-81.46
Florida,Ormond Beach,29.276,-81.08
Florida,Oviedo,28.666,-81.21
Florida,Pace,30.622,-87.148
Florida,Palm Bay,28.0,-80.644
Florida,Palm Beach,26.772,-80.035
Florida,Palm Beach Gardens,26.845,-80.11
Florida,Palm City,27.129,-80.279
Florida,Palm Springs,26.633,-80.101
Florida,Palmetto Bay,25.62,-80.345
Florida,Panama City,30.179,-85.687
Florida,Panama City Beach,30.205,-85.848
Florida,Parkland,26.303,-80.188
Florida,Pembroke Park,25.984,-80.173
Florida,Pembroke Pines,26.011,-80.313
Florida,Pensacola,30.452,-87.219
Florida,Pinecrest,25.678,-80.317
Florida,Pinellas Park,27.861,-82.711
Florida,Plantation,26.121,-80.252
Florida,Pompano Beach,26.225,-80.151
Florida,Ponce Inlet,29.081,-80.93
Florida,Port Orange,29.154,-81.033
Florida,Port Saint Lucie,27.297,-80.359
Florida,Princeton,25.55,-80.363
Florida,Punta Gorda,26.878,-81.983
Florida,Riverview,27.865,-82.339
Florida,Riviera Beach,26.776,-80.09
Florida,Rockledge,28.308,-80.722
Florida,Royal Palm Beach,26.707,-80.212
Florida,Saint Augustine,29.846,-81.389
Florida,Saint Cloud,28.237,-81.297
Florida,Saint Pete Beach,27.714,-82.734
Florida,Saint Petersburg,27.772,-82.667
Florida,Sanderson,30.247,-82.233
Florida,Sanford,28.76,-81.291
Florida,Sarasota,27.336,-82.533
Florida,Seven Oaks,28.199,-82.369
Florida,South Bradenton,27.455,-82.565
Florida,South Daytona,29.18,-81.017
Florida,South Miami,25.705,-80.303
Florida,Southwest Ranches,26.042,-80.354
Florida,Spring Hill,28.49,-82.511
Florida,Stuart,27.234,-80.266
Florida,Sunny Isles Beach,25.929,-80.125
Florida,Sunrise,26.16,-80.29
Florida,Tallahassee,30.441,-84.293
Florida,Tamarac,26.196,-80.251
Florida,Tampa,27.99,-82.477
Florida,Tangelo Park,28.458,-81.444
Florida,Tavares,28.814,-81.717
Florida,Temple Terrace,28.051,-82.385
Florida,The Villages,28.826,-82.028
Florida,Titusville,28.557,-80.852
Florida,Upper Grand Lagoon,30.184,-85.773
Florida,Venice,27.115,-82.41
Florida,Viera,28.258,-80.74
Florida,Wedgefield,28.598,-81.208
Florida,Wellborn,30.289,-82.784
Florida,Wellington,26.676,-80.229
Florida,Wesley Chapel,28.193,-82.352
Florida,West Melbourne,28.076,-80.693
Florida,West Palm Beach,26.725,-80.079
Florida,West Park,25.989,-80.194
Florida,Weston,26.087,-80.381
Florida,Wildwood,28.769,-81.957
Florida,Wilton Manors,26.166,-80.141
Florida,Windermere,28.479,-81.548
Florida,Winter Garden,28.533,-81.558
Florida,Winter Haven,28.028,-81.714
Florida,Winter Park,28.601,-81.363
Florida,Winter Springs,28.709,-81.321
Florida,Yulee,30.626,-81.569
Georgia,Acworth,34.047,-84.7
Georgia,Adairsville,34.386,-84.9
Georgia,Albany,31.587,-84.168
Georgia,Alpharetta,34.055,-84.279
Georgia,Americus,32.073,-84.226
Georgia,Ashburn,31.687,-83.621
Georgia,Athens-Clarke County Unified Government,33.943,-83.397
Georgia,Atlanta,33.765,-84.402
Georgia,Augusta,33.439,-82.07
Georgia,Austell,33.815,-84.614
Georgia,Avondale Estates,33.77,-84.271
Georgia,Ball Ground,34.369,-84.326
Georgia,Barnesville,33.054,-84.156
Georgia,Belvedere Park,33.735,-84.254
Georgia,Berkeley Lake,33.966,-84.197
Georgia,Bethlehem,33.944,-83.747
Georgia,Blakely,31.396,-84.924
Georgia,Bonanza,33.462,-84.337
Georgia,Braselton,34.098,-83.821
Georgia,Brookhaven,33.851,-84.335
Georgia,Buford,34.11,-83.984
Georgia,Byron,32.625,-83.768
Georgia,Calhoun,34.483,-84.921
Georgia,Candler-McAfee,33.727,-84.292
